ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Precipitation(in),Weather_Condition,Junction,Traffic_Signal,Sunrise_Sunset,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,dataset_source,target_name,target_definition,duration_missing,duration_negative,duration_zero,duration_below_minimum,duration_requires_review,valid_initial_duration,event_year,event_month,event_day_of_week,event_hour,is_weekend,description_normalized,description_length,description_missing,duplicate_signature
A-4522073,Source1,2,2022-09-21 15:36:59.000000000,2022-09-21 19:17:17.000000000,25.697077,-80.34224499999998,3.074,Slow traffic on Don Shula Expy S - FL-874 S - S Dade Expy S from FL-976/40th St/Bird Rd (FL-874) to FL-821 (FL-874) due to accident.,S Dade Expy S,Miami,Miami-Dade,FL,US/Eastern,2022-09-21 15:43:00,89.0,65.0,10.0,0.0,Thunder,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on don shula expy s - fl-874 s - s dade expy s from fl-976/40th st/bird rd (fl-874) to fl-821 (fl-874) due to accident.,132,False,Source1|NaT|NaT|25.697077|-80.34224499999998|S Dade Expy S|slow traffic on don shula expy s - fl-874 s - s dade expy s from fl-976/40th st/bird rd (fl-874) to fl-821 (fl-874) due to accident.
A-4773943,Source1,2,2022-02-17 17:03:57.000000000,2022-02-17 19:32:28.000000000,25.698141,-80.38216800000002,0.198,Slow traffic on FL-986 from SW 76th St to FL-821 N due to accident., SW 117th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-02-17 16:53:00,77.0,76.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.,67,False,Source1|NaT|NaT|25.698141|-80.38216800000002| SW 117th Ave|slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.
A-5662278,Source1,2,2021-11-16 14:44:00.000000000,2021-11-16 16:56:10.000000000,25.698141,-80.38216800000002,0.198,Slow traffic on FL-986 from SW 76th St to FL-821 N due to accident., SW 117th Ave,Miami,Miami-Dade,FL,US/Eastern,2021-11-16 14:53:00,80.0,56.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.,67,False,Source1|NaT|NaT|25.698141|-80.38216800000002| SW 117th Ave|slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.
A-4754946,Source1,2,2022-04-26 14:51:10.000000000,2022-04-26 17:02:15.000000000,25.698141,-80.38216800000002,0.198,Slow traffic on FL-986 from SW 76th St to FL-821 N due to accident., SW 117th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-04-26 14:53:00,84.0,51.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.,67,False,Source1|NaT|NaT|25.698141|-80.38216800000002| SW 117th Ave|slow traffic on fl-986 from sw 76th st to fl-821 n due to accident.
A-4117599,Source1,2,2022-02-09 14:42:00.000000,2022-02-09 17:11:26.000000,25.698611,-80.38217900000002,0.193,Slow traffic from FL-94/N Kendall Dr/SW 88th St (SW 117th Ave) to Miller Rd/SW 56th St (SW 117th Ave) due to accident.,SW 74th Pl,Miami,Miami-Dade,FL,US/Eastern,2022-02-09 14:53:00,64.0,90.0,10.0,0.0,Light Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.,118,False,Source1|NaT|NaT|25.698611|-80.38217900000002|SW 74th Pl|slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.
A-6276361,Source1,2,2021-12-23 14:07:43.000000000,2021-12-23 16:13:51.000000000,25.698611,-80.38217900000002,0.193,Slow traffic from FL-94/N Kendall Dr/SW 88th St (SW 117th Ave) to Miller Rd/SW 56th St (SW 117th Ave) due to accident.,SW 74th Pl,Miami,Miami-Dade,FL,US/Eastern,2021-12-23 13:53:00,75.0,29.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.,118,False,Source1|NaT|NaT|25.698611|-80.38217900000002|SW 74th Pl|slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.
A-5271530,Source1,2,2022-02-02 14:58:30.000000000,2022-02-02 17:39:34.000000000,25.698611,-80.38217900000002,0.193,Slow traffic from FL-94/N Kendall Dr/SW 88th St (SW 117th Ave) to Miller Rd/SW 56th St (SW 117th Ave) due to accident.,SW 74th Pl,Miami,Miami-Dade,FL,US/Eastern,2022-02-02 14:53:00,77.0,56.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.,118,False,Source1|NaT|NaT|25.698611|-80.38217900000002|SW 74th Pl|slow traffic from fl-94/n kendall dr/sw 88th st (sw 117th ave) to miller rd/sw 56th st (sw 117th ave) due to accident.
A-4101929,Source1,2,2022-04-22 09:03:20.000000000,2022-04-22 11:11:23.000000000,25.699801,-80.41717,0.204,Slow traffic from SW 138th Ct to SW 68th St due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2022-04-22 08:53:00,76.0,76.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 138th ct to sw 68th st due to accident.,60,False,Source1|NaT|NaT|25.699801|-80.41717| SW 72nd St|slow traffic from sw 138th ct to sw 68th st due to accident.
A-4306794,Source1,2,2022-04-29 16:39:03.000000000,2022-04-29 18:46:34.000000000,25.699801,-80.41717,0.204,Slow traffic from SW 138th Ct to SW 68th St due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2022-04-29 16:53:00,81.0,58.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 138th ct to sw 68th st due to accident.,60,False,Source1|NaT|NaT|25.699801|-80.41717| SW 72nd St|slow traffic from sw 138th ct to sw 68th st due to accident.
A-5504009,Source1,2,2021-10-27 13:30:30.000000000,2021-10-27 15:31:44.000000000,25.700661,-80.380507,0.131,Slow traffic on FL-986 from SW 115th Ct to SW 74th Pl due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2021-10-27 13:53:00,90.0,55.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-986 from sw 115th ct to sw 74th pl due to accident.,70,False,Source1|NaT|NaT|25.700661|-80.380507| SW 72nd St|slow traffic on fl-986 from sw 115th ct to sw 74th pl due to accident.
A-5797751,Source1,2,2021-08-18 13:07:15.000000000,2021-08-18 15:09:20.000000000,25.700661,-80.380507,0.131,Slow traffic on FL-986 from SW 115th Ct to SW 74th Pl due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2021-08-18 12:53:00,92.0,62.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-986 from sw 115th ct to sw 74th pl due to accident.,70,False,Source1|NaT|NaT|25.700661|-80.380507| SW 72nd St|slow traffic on fl-986 from sw 115th ct to sw 74th pl due to accident.
A-4128540,Source1,2,2022-05-16 18:07:16.000000000,2022-05-16 20:14:15.000000000,25.70129,-80.430686,0.195,Slow traffic from SW 56th St (SW 147th Ave) to N Kendall Dr/SW 88th St (SW 147th Ave) due to accident., SW 147th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-05-16 17:53:00,78.0,74.0,10.0,0.0,Light Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 56th st (sw 147th ave) to n kendall dr/sw 88th st (sw 147th ave) due to accident.,102,False,Source1|NaT|NaT|25.70129|-80.430686| SW 147th Ave|slow traffic from sw 56th st (sw 147th ave) to n kendall dr/sw 88th st (sw 147th ave) due to accident.
A-4288178,Source1,2,2022-04-09 13:56:03.000000000,2022-04-09 15:58:38.000000000,25.70129,-80.430686,0.195,Slow traffic from SW 56th St (SW 147th Ave) to N Kendall Dr/SW 88th St (SW 147th Ave) due to accident., SW 147th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-04-09 13:53:00,79.0,36.0,10.0,0.0,Fair / Windy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 56th st (sw 147th ave) to n kendall dr/sw 88th st (sw 147th ave) due to accident.,102,False,Source1|NaT|NaT|25.70129|-80.430686| SW 147th Ave|slow traffic from sw 56th st (sw 147th ave) to n kendall dr/sw 88th st (sw 147th ave) due to accident.
A-4035193,Source1,2,2022-05-25 15:42:09.000000000,2022-05-25 17:55:32.000000000,25.701558,-80.351016,0.127,Stationary traffic on FL-986 from SW 98th Ct to SW 70th St due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2022-05-25 15:53:00,87.0,57.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on fl-986 from sw 98th ct to sw 70th st due to accident.,75,False,Source1|NaT|NaT|25.701558|-80.351016| SW 72nd St|stationary traffic on fl-986 from sw 98th ct to sw 70th st due to accident.
A-5213296,Source1,2,2022-05-18 16:00:46.000000000,2022-05-18 18:10:38.000000000,25.701558,-80.351016,0.127,Stationary traffic on FL-986 from SW 98th Ct to SW 70th St due to accident., SW 72nd St,Miami,Miami-Dade,FL,US/Eastern,2022-05-18 15:53:00,88.0,57.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on fl-986 from sw 98th ct to sw 70th st due to accident.,75,False,Source1|NaT|NaT|25.701558|-80.351016| SW 72nd St|stationary traffic on fl-986 from sw 98th ct to sw 70th st due to accident.
A-6829513,Source1,2,2020-12-10 13:49:30.000000000,2020-12-11 02:20:31.000000000,25.702455,-80.332105,0.1369999999999999,Stationary traffic on County Hwy-913 - FL-986 - FL-973 from SW 85th Ave to SW 74th St due to accident., SW 85th Ave,Miami,Miami-Dade,FL,US/Eastern,2020-12-10 13:53:00,71.0,45.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on county hwy-913 - fl-986 - fl-973 from sw 85th ave to sw 74th st due to accident.,102,False,Source1|NaT|NaT|25.702455|-80.332105| SW 85th Ave|stationary traffic on county hwy-913 - fl-986 - fl-973 from sw 85th ave to sw 74th st due to accident.
A-5138271,Source1,2,2022-04-05 11:06:00.000000000,2022-04-05 13:14:03.000000000,25.702455,-80.332105,0.1369999999999999,Stationary traffic on County Hwy-913 - FL-986 - FL-973 from SW 85th Ave to SW 74th St due to accident., SW 85th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-04-05 10:53:00,83.0,72.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on county hwy-913 - fl-986 - fl-973 from sw 85th ave to sw 74th st due to accident.,102,False,Source1|NaT|NaT|25.702455|-80.332105| SW 85th Ave|stationary traffic on county hwy-913 - fl-986 - fl-973 from sw 85th ave to sw 74th st due to accident.
A-4563361,Source1,2,2022-01-26 15:33:30.000000000,2022-01-26 17:50:15.000000000,25.704114,-80.334288,0.125,Slow traffic on County Hwy-913 - FL-986 - FL-973 at S Dade Expy N due to accident., SW 70th St,Miami,Miami-Dade,FL,US/Eastern,2022-01-26 15:53:00,79.0,72.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on county hwy-913 - fl-986 - fl-973 at s dade expy n due to accident.,82,False,Source1|NaT|NaT|25.704114|-80.334288| SW 70th St|slow traffic on county hwy-913 - fl-986 - fl-973 at s dade expy n due to accident.
A-4691721,Source1,2,2022-03-14 14:51:06.000000,2022-03-14 17:09:35.000000,25.704114,-80.334288,0.125,Slow traffic on County Hwy-913 - FL-986 - FL-973 at S Dade Expy N due to accident., SW 70th St,Miami,Miami-Dade,FL,US/Eastern,2022-03-14 14:53:00,76.0,60.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on county hwy-913 - fl-986 - fl-973 at s dade expy n due to accident.,82,False,Source1|NaT|NaT|25.704114|-80.334288| SW 70th St|slow traffic on county hwy-913 - fl-986 - fl-973 at s dade expy n due to accident.
A-6300040,Source1,2,2021-05-26 18:28:32.000000000,2021-05-26 20:50:14.000000000,25.712548,-80.382427,0.188,Slow traffic from SW 58th Ter to FL-821 N due to accident.,SW 58th Ter,Miami,Miami-Dade,FL,US/Eastern,2021-05-26 18:53:00,81.0,58.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 58th ter to fl-821 n due to accident.,58,False,Source1|NaT|NaT|25.712548|-80.382427|SW 58th Ter|slow traffic from sw 58th ter to fl-821 n due to accident.
A-5706965,Source1,2,2021-06-04 08:57:00.000000000,2021-06-04 11:03:45.000000000,25.712548,-80.382427,0.188,Slow traffic from SW 58th Ter to FL-821 N due to accident.,SW 58th Ter,Miami,Miami-Dade,FL,US/Eastern,2021-06-04 08:53:00,81.0,79.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from sw 58th ter to fl-821 n due to accident.,58,False,Source1|NaT|NaT|25.712548|-80.382427|SW 58th Ter|slow traffic from sw 58th ter to fl-821 n due to accident.
A-4152610,Source1,2,2022-01-03 17:27:49.000000000,2022-01-03 19:30:50.000000000,25.714093,-80.428666,0.162,Stationary traffic from SW 145th Ave to SW 57th Ter due to accident.,SW 145th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-01-03 17:53:00,72.0,71.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 145th ave to sw 57th ter due to accident.,68,False,Source1|NaT|NaT|25.714093|-80.428666|SW 145th Ave|stationary traffic from sw 145th ave to sw 57th ter due to accident.
A-3710801,Source1,2,2022-03-10 19:55:00.000000000,2022-03-10 22:21:28.000000000,25.714093,-80.428666,0.162,Stationary traffic from SW 145th Ave to SW 57th Ter due to accident.,SW 145th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-03-10 19:53:00,79.0,77.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 145th ave to sw 57th ter due to accident.,68,False,Source1|NaT|NaT|25.714093|-80.428666|SW 145th Ave|stationary traffic from sw 145th ave to sw 57th ter due to accident.
A-6367772,Source1,2,2021-01-17 15:35:30.000000000,2021-01-18 00:23:51.000000000,25.714093,-80.428666,0.162,Stationary traffic from SW 145th Ave to SW 57th Ter due to accident.,SW 145th Ave,Miami,Miami-Dade,FL,US/Eastern,2021-01-17 15:53:00,68.0,47.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 145th ave to sw 57th ter due to accident.,68,False,Source1|NaT|NaT|25.714093|-80.428666|SW 145th Ave|stationary traffic from sw 145th ave to sw 57th ter due to accident.
A-5432440,Source1,2,2022-01-19 14:46:37.000000000,2022-01-19 17:28:55.000000000,25.714343,-80.41640100000002,0.0819999999999999,Stationary traffic from SW 142nd Ave to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-01-19 14:53:00,73.0,57.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 142nd ave to sw 59th st due to accident.,67,False,Source1|NaT|NaT|25.714343|-80.41640100000002| SW 56th St|stationary traffic from sw 142nd ave to sw 59th st due to accident.
A-5885211,Source1,2,2021-05-31 16:41:07.000000000,2021-05-31 18:49:44.000000000,25.714343,-80.41640100000002,0.0819999999999999,Stationary traffic from SW 142nd Ave to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2021-05-31 16:53:00,85.0,63.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 142nd ave to sw 59th st due to accident.,67,False,Source1|NaT|NaT|25.714343|-80.41640100000002| SW 56th St|stationary traffic from sw 142nd ave to sw 59th st due to accident.
A-3793036,Source1,2,2022-04-25 13:01:00.000000000,2022-04-25 15:08:48.000000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-04-25 12:53:00,83.0,54.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-4949833,Source1,2,2022-02-03 19:46:00.000000000,2022-02-03 21:51:52.000000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-02-03 19:53:00,72.0,84.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-4005102,Source1,2,2022-04-13 16:20:35.000000,2022-04-13 18:23:10.000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-04-13 15:53:00,82.0,58.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-6245440,Source1,2,2021-11-12 15:12:05.000000000,2021-11-12 17:54:59.000000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2021-11-12 14:53:00,83.0,67.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-4599715,Source1,2,2022-05-04 17:15:49.000000000,2022-05-04 19:19:41.000000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-05-04 16:53:00,81.0,74.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-4006533,Source1,2,2022-04-11 16:09:09.000000,2022-04-11 18:14:09.000000,25.714569,-80.414261,0.072,Stationary traffic from SW 135th Ct to SW 59th St due to accident., SW 56th St,Miami,Miami-Dade,FL,US/Eastern,2022-04-11 15:53:00,79.0,47.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from sw 135th ct to sw 59th st due to accident.,66,False,Source1|NaT|NaT|25.714569|-80.414261| SW 56th St|stationary traffic from sw 135th ct to sw 59th st due to accident.
A-5906490,Source1,2,2021-10-05 08:33:30.000000000,2021-10-05 10:35:45.000000000,25.715376000000006,-80.431229,0.1369999999999999,Slow traffic from Bird Dr/SW 42nd St (SW 147th Ave) to Sunset Dr/SW 72nd St (SW 147th Ave) due to accident., SW 147th Ave,Miami,Miami-Dade,FL,US/Eastern,2021-10-05 08:53:00,83.0,74.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from bird dr/sw 42nd st (sw 147th ave) to sunset dr/sw 72nd st (sw 147th ave) due to accident.,107,False,Source1|NaT|NaT|25.715376000000006|-80.431229| SW 147th Ave|slow traffic from bird dr/sw 42nd st (sw 147th ave) to sunset dr/sw 72nd st (sw 147th ave) due to accident.
A-4849335,Source1,2,2022-03-15 17:35:12.000000000,2022-03-15 19:57:15.000000000,25.715376000000006,-80.431229,0.1369999999999999,Slow traffic from Bird Dr/SW 42nd St (SW 147th Ave) to Sunset Dr/SW 72nd St (SW 147th Ave) due to accident., SW 147th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-03-15 17:53:00,78.0,79.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from bird dr/sw 42nd st (sw 147th ave) to sunset dr/sw 72nd st (sw 147th ave) due to accident.,107,False,Source1|NaT|NaT|25.715376000000006|-80.431229| SW 147th Ave|slow traffic from bird dr/sw 42nd st (sw 147th ave) to sunset dr/sw 72nd st (sw 147th ave) due to accident.
A-5803767,Source1,2,2021-09-28 15:15:30.000000000,2021-09-28 15:45:04.000000000,25.716064000000006,-80.41524,0.148,Slow traffic from Bird Dr/SW 42nd St (SW 137th Ave) to Sunset Dr/SW 72nd St (SW 137th Ave) due to accident., SW 137th Ave,Miami,Miami-Dade,FL,US/Eastern,2021-09-28 14:53:00,87.0,48.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from bird dr/sw 42nd st (sw 137th ave) to sunset dr/sw 72nd st (sw 137th ave) due to accident.,107,False,Source1|NaT|NaT|25.716064000000006|-80.41524| SW 137th Ave|slow traffic from bird dr/sw 42nd st (sw 137th ave) to sunset dr/sw 72nd st (sw 137th ave) due to accident.
A-3800222,Source1,2,2022-04-17 22:20:30.000000000,2022-04-18 00:26:59.000000000,25.716064000000006,-80.41524,0.148,Slow traffic from Bird Dr/SW 42nd St (SW 137th Ave) to Sunset Dr/SW 72nd St (SW 137th Ave) due to accident., SW 137th Ave,Miami,Miami-Dade,FL,US/Eastern,2022-04-17 21:53:00,78.0,74.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic from bird dr/sw 42nd st (sw 137th ave) to sunset dr/sw 72nd st (sw 137th ave) due to accident.,107,False,Source1|NaT|NaT|25.716064000000006|-80.41524| SW 137th Ave|slow traffic from bird dr/sw 42nd st (sw 137th ave) to sunset dr/sw 72nd st (sw 137th ave) due to accident.
A-6112339,Source1,2,2021-11-05 09:57:30.000000000,2021-11-05 12:05:49.000000000,25.716921,-80.333371,0.126,Stationary traffic on County Hwy-913 - FL-973 from SW 84th Ave to SW 58th St due to accident., Miller Dr,Miami,Miami-Dade,FL,US/Eastern,2021-11-05 09:53:00,73.0,100.0,3.0,0.04,Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on county hwy-913 - fl-973 from sw 84th ave to sw 58th st due to accident.,93,False,Source1|NaT|NaT|25.716921|-80.333371| Miller Dr|stationary traffic on county hwy-913 - fl-973 from sw 84th ave to sw 58th st due to accident.
A-5797447,Source1,2,2021-11-05 08:41:00.000000000,2021-11-05 10:54:00.000000000,25.716921,-80.333371,0.126,Stationary traffic on County Hwy-913 - FL-973 from SW 84th Ave to SW 58th St due to accident., Miller Dr,Miami,Miami-Dade,FL,US/Eastern,2021-11-05 08:48:00,73.0,100.0,10.0,0.12,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on county hwy-913 - fl-973 from sw 84th ave to sw 58th st due to accident.,93,False,Source1|NaT|NaT|25.716921|-80.333371| Miller Dr|stationary traffic on county hwy-913 - fl-973 from sw 84th ave to sw 58th st due to accident.
A-6882274,Source1,2,2020-12-24 13:50:00.000000000,2020-12-24 22:56:32.000000000,25.7307,-80.317718,0.171,Slow traffic on FL-976 at Palmetto Expy N due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,US/Eastern,2020-12-24 13:53:00,81.0,69.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-976 at palmetto expy n due to accident.,58,False,Source1|NaT|NaT|25.7307|-80.317718|Palmetto Expy N|slow traffic on fl-976 at palmetto expy n due to accident.
A-4905696,Source1,2,2022-01-13 16:45:17.000000,2022-01-13 18:48:57.000000,25.7307,-80.317718,0.171,Slow traffic on FL-976 at Palmetto Expy N due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,US/Eastern,2022-01-13 16:53:00,75.0,50.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-976 at palmetto expy n due to accident.,58,False,Source1|NaT|NaT|25.7307|-80.317718|Palmetto Expy N|slow traffic on fl-976 at palmetto expy n due to accident.
A-4419165,Source1,2,2022-04-30 15:06:55.000000000,2022-04-30 17:19:52.000000000,25.7307,-80.317718,0.171,Slow traffic on FL-976 at Palmetto Expy N due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,US/Eastern,2022-04-30 14:53:00,83.0,60.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on fl-976 at palmetto expy n due to accident.,58,False,Source1|NaT|NaT|25.7307|-80.317718|Palmetto Expy N|slow traffic on fl-976 at palmetto expy n due to accident.
