ID,Source,Severity,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,Description,Street,City,County,State,event_year,split
A-6713332,Source1,2,2020-09-08 03:30:50,2020-10-22 14:35:00,64024.166666666664,The highway is closed. Use alternate routes., McKenzie Hwy,Walterville,Lane,OR,2020.0,train
A-7678108,Source1,4,2017-09-01 05:09:00,2017-10-15 05:30:00,63381.0,Closed between OR-34/Exit 228 and OR-99E/Exit 234 - Road closed due to accident. Construction work.,I-5 N,Albany,Linn,OR,2017.0,train
A-6766116,Source1,2,2020-09-08 12:28:58,2020-10-19 15:30:00,59221.03333333333,Hazardous tree or vegetation is causing no to minimum delays. Use caution., Boundary Rd,Idleyld Park,Douglas,OR,2020.0,train
A-6815089,Source1,2,2020-09-08 12:28:58,2020-10-19 15:30:00,59221.03333333333,An unconfirmed report of animals on the roadway has been received. Use caution.,NFD Road 37,Glide,Douglas,OR,2020.0,train
A-7501187,Source1,2,2018-10-22 09:30:00,2018-11-30 15:00:00,56490.0,Between US-29/VA-237/Old Lee Hwy and St Regents Dr - Accident. Right lane blocked., Lee Hwy,Fairfax,Fairfax City,VA,2018.0,train
A-7493618,Source1,2,2018-10-22 09:30:00,2018-11-30 15:00:00,56490.0,Between US-29/VA-237/Old Lee Hwy and St Regents Dr - Accident. Right lane blocked., Lee Hwy,Fairfax,Fairfax City,VA,2018.0,train
A-6353032,Source1,2,2021-01-08 07:26:22,2021-02-15 22:08:25,55602.05,Incident on ALDENE AVE near FANWOOD RD Drive with caution., Aldene Ave,Goose Creek,Berkeley,SC,2021.0,validation
A-3442807,Source1,4,2016-07-05 05:03:00,2016-08-10 06:00:00,51897.0,Closed between I-80/Exit 0 and County Rd F-12/Exit 10 - Road closed due to accident. Construction work. Traffic problem.,IA-27 N,North Liberty,Johnson,IA,2016.0,train
A-7694076,Source1,4,2017-08-10 18:18:41,2017-09-15 13:00:00,51521.316666666666,Closed between I-35W/Exit 41 and Lexington Ave/Exit 43A - Road closed due to accident. Roadwork. Roadway reduced to 2 lanes.,I-694 E,Saint Paul,Ramsey,MN,2017.0,train
A-1772970,Source2,3,2019-09-19 03:36:55,2019-10-24 07:45:00,50648.083333333336,Entry ramp to I-29 Southbound from Waubonsie Ave Eastbound closed due to flooding.,I-29 S,Thurman,Fremont,IA,2019.0,train
A-6304023,Source1,4,2021-03-11 19:28:48,2021-04-15 14:16:00,50087.2,Incident on US-101 SB near MP 327 Expect delays., Highway 101,Gold Beach,Curry,OR,2021.0,validation
A-3720607,Source1,2,2022-02-10 18:32:00,2022-03-15 12:43:00,47171.0,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,I-84 W,Pendleton,Umatilla,OR,2022.0,calibration
A-3463716,Source1,4,2016-10-23 23:54:17,2016-11-23 15:00:00,44105.71666666667,Closed between 111th St/Exit 66A and I-57/Exit 63 - Road closed due to accident. Construction work.,I-94 W,Chicago,Cook,IL,2016.0,train
A-6636606,Source1,2,2020-10-02 17:45:00,2020-11-01 16:45:00,43140.0,Incident on OR-126 EB near MP 30 Drive with caution., McKenzie Hwy,Vida,Lane,OR,2020.0,train
A-7139186,Source1,2,2020-02-27 05:00:54,2020-03-26 06:30:51,40409.95,Between Old Emigrant Rd/Exit 234 and Summit Rd/Exit 243 - Accident.,I-84 E,Pendleton,Umatilla,OR,2020.0,train
A-7278540,Source1,2,2020-02-14 03:16:49,2020-03-13 04:46:46,40409.95,Between Old Emigrant Rd/Exit 234 and Summit Rd/Exit 243 - Accident.,I-84 E,Pendleton,Umatilla,OR,2020.0,train
A-3487151,Source1,4,2016-08-05 15:01:04,2016-08-31 15:00:00,37438.933333333334,Closed past Rodney Ave - Road closed due to accident., Pilottown Rd,Lewes,Sussex,DE,2016.0,train
A-3481497,Source1,4,2016-10-06 13:46:47,2016-11-01 08:00:00,37093.21666666667,Closed between US-127-BR/Center St and US-127-BR/Lincoln Rd - Road closed due to accident. Construction work.,US-127 N,Ithaca,Gratiot,MI,2016.0,train
A-3804659,Source1,4,2022-09-06 00:00:00,2022-10-01 00:30:00,36030.0,Construction on MN-55 EB near US-52 Road closed. Take alternate route., Clayton Ave E,Rosemount,Dakota,MN,2022.0,calibration
A-7673710,Source1,4,2017-10-20 14:52:52,2017-11-13 18:00:00,34747.13333333333,Closed at North Territorial Rd/Exit 49 - Road closed due to accident. Construction work.,US-23 N,Ann Arbor,Washtenaw,MI,2017.0,train
A-6515749,Source1,2,2021-01-05 18:25:55,2021-01-29 20:00:00,34654.083333333336,A landslide has closed the Historic Columbia River Highway from NW Palmer Mill Rd to I-84. Use an alternate route.,E Historic Columbia River Hwy,Corbett,Multnomah,OR,2021.0,validation
A-6447540,Source1,2,2021-01-05 18:25:55,2021-01-29 20:00:00,34654.083333333336,A landslide has closed the EB right lane MP 34 to 36. EB and WB exits 35 and 37 are closed. Use caution. Ramps Affected.,I-84 E,Corbett,Multnomah,OR,2021.0,validation
A-3830563,Source1,2,2022-12-01 19:58:27,2022-12-23 21:13:30,31755.05,A hazardous materials cleanup is causing minimal delay to traffic. Use caution.,I-84 E,La Grande,Umatilla,OR,2022.0,calibration
A-6493159,Source1,2,2021-01-29 20:57:09,2021-02-20 14:58:00,31320.85,High water is causing no to minimum delays. Use caution., Highway 101,Coos Bay,Coos,OR,2021.0,validation
A-6359191,Source1,2,2021-01-26 20:13:00,2021-02-15 13:18:26,28385.433333333334,Incident on I-90 WB near US-41 Road closed. Take alternate route.,I-90 W,Hammond,Lake,IN,2021.0,validation
A-6775052,Source1,2,2020-10-15 18:09:24,2020-11-03 22:02:21,27592.95,Incident on US-12 near LOMBARDY DR Expect delays., W US Highway 12,Helena,Lewis and Clark,MT,2020.0,train
A-5633959,Source1,2,2021-10-20 07:51:56,2021-11-07 02:13:44,25581.8,MTA NYC Transit Bus: due to Crash both directions X27 Bus X28 Bus X37 Bus and X38 Bus area of Gowanus Exp./22 St (N.B.) (New York) bus service delayed.,Gowanus Expy HOV Ln,Brooklyn,Kings,NY,2021.0,validation
A-6230210,Source1,4,2021-08-13 22:13:00,2021-08-30 05:00:00,23447.0,On VA-120 (N Glebe Rd) in the County of Arlington from the ramp to VA-120W (Glebe Road) to Chain Bridge Rd; VA-123N/S motorists can expect potential delays in this area from 08/13/21 at 10:13 PM until 08/30/21 at 5:00 AM due to bridge work. All east lanes are closed. All west lanes are closed., N Glebe Rd,Arlington,Arlington,VA,2021.0,validation
A-5018303,Source1,2,2023-01-07 06:55:03,2023-01-23 03:09:24,22814.35,Incident on POINSETT HWY near US-276 Drive with caution., Poinsett Hwy,Greenville,Greenville,SC,2023.0,test
A-6802417,Source1,2,2020-09-08 14:38:06,2020-09-23 19:43:00,21904.9,The highway is closed due to wildfire. Use alternate routes.,Old McKenzie Hwy,Blue River,Lane,OR,2020.0,train
A-4416563,Source1,2,2022-01-24 08:56:45,2022-02-08 03:18:04,21261.316666666666,Incident on WAXHAW HWY near PEACEWOOD TRL Drive with caution., Waxhaw Hwy,Lancaster,Lancaster,SC,2022.0,calibration
A-7266575,Source1,2,2020-02-08 06:12:45,2020-02-22 22:12:43,21119.966666666667,Between Old Emigrant Rd/Exit 234 and Summit Rd/Exit 243 - Accident.,I-84 E,Pendleton,Umatilla,OR,2020.0,train
A-6661493,Source1,4,2020-09-08 03:30:50,2020-09-22 15:20:00,20869.166666666668,Incident on OR-126 EB near MP 12 Expect delays., Thienes Ln,Springfield,Lane,OR,2020.0,train
A-6683052,Source1,4,2020-09-08 03:30:50,2020-09-22 15:20:00,20869.166666666668,Incident on OR-126 EB near MP 12 Expect delays., McKenzie Hwy,Springfield,Lane,OR,2020.0,train
A-4378721,Source1,2,2022-07-08 18:11:53,2022-07-23 03:31:58,20720.083333333332,Incident on I-26 WB near MM 69 Road closed. Take alternate route.,I-26 W,Newberry,Newberry,SC,2022.0,calibration
A-3313047,Source2,3,2017-09-15 22:37:05,2017-09-30 05:50:00,20592.916666666668,Entry ramp to Viento State Park at Exit 56 from I-84 Eastbound closed due to Eagle Creek wild fire.,US-30 E,Cascade Locks,Hood River,OR,2017.0,train
A-5981130,Source1,2,2021-04-09 12:57:58,2021-04-23 17:52:03,20454.083333333332,Incident on OR-194 EB near MP 7 Road hazard. Expect long delays., Main St E,Monmouth,Polk,OR,2021.0,validation
A-5554761,Source1,2,2021-04-09 12:57:58,2021-04-23 17:07:03,20409.083333333332,A hazardous materials cleanup has closed the road and a detour is in place. Follow detour., Pacific Ave N,Monmouth,Polk,OR,2021.0,validation
A-6588990,Source1,2,2020-11-26 00:38:25,2020-12-09 02:31:31,18833.1,Incident on GOLF COURSE RD near DOGWOOD RD Expect delays., Golf Course Rd,Roundup,Musselshell,MT,2020.0,train
A-6555305,Source1,4,2021-02-16 09:15:00,2021-03-01 09:00:00,18705.0,Incident on OR-204 EB near MP 0 Expect delays., Weston Elgin Hwy,Weston,Umatilla,OR,2021.0,validation
A-6806505,Source1,4,2020-12-04 16:45:30,2020-12-17 10:55:14,18369.733333333334,Closed road from Whitby Ave to Cedar Ave due to accident., Yeadon Ave,Lansdowne,Delaware,PA,2020.0,train
A-6868627,Source1,4,2020-12-04 16:45:30,2020-12-17 10:55:14,18369.733333333334,Closed road from Redwood Ave to Baily Rd due to accident., Redwood Ave,Lansdowne,Delaware,PA,2020.0,train
A-6081510,Source1,2,2021-10-24 00:45:45,2021-11-05 15:12:20,18146.583333333332,Incident on ANCHOR ST near VIADUCT RD Expect delays., Anchor St,Spartanburg,Spartanburg,SC,2021.0,validation
A-5752049,Source1,2,2021-12-03 02:36:49,2021-12-15 09:28:52,17692.05,Incident on MT-59 near MM 59 Drive with caution., Highway 59 N,Cohagen,Garfield,MT,2021.0,validation
A-1854326,Source2,3,2019-09-19 03:36:55,2019-10-01 02:37:00,17220.083333333332,Entry ramp to I-29 Northbound from Waubonsie Ave Westbound closed due to flooding.,I-29 N,Thurman,Fremont,IA,2019.0,train
A-5643120,Source1,2,2021-05-11 04:51:30,2021-05-22 18:47:23,16675.883333333335,Slow traffic on FL-948 - FL-953 from Miami to S Royal Poinciana Blvd due to accident.,NW 42nd Ave,Miami,Miami-Dade,FL,2021.0,validation
A-4382706,Source1,2,2022-09-23 20:51:27,2022-10-05 10:33:31,16662.066666666666,Incident on OR-370 WB near MM 10 Drive with caution., NW O'Neil Hwy,Powell Butte,Crook,OR,2022.0,calibration
A-6824683,Source1,2,2020-09-20 06:31:16,2020-10-01 15:52:23,16401.116666666665,The highway is closed. Use alternate routes., Caves Hwy,Cave Junction,Josephine,OR,2020.0,train
A-7140892,Source1,2,2020-03-16 09:15:00,2020-03-27 15:09:12,16194.2,At I-35/I-535 - Accident. Traffic problem.,Blatnik Bridge,Duluth,St. Louis,MN,2020.0,train
A-6639716,Source1,2,2020-09-08 18:05:39,2020-09-19 14:07:00,15601.35,The highway is closed. Use alternate routes.,State Highway 126,Blue River,Linn,OR,2020.0,train
A-5529180,Source1,2,2021-05-12 04:45:30,2021-05-22 21:00:01,15374.516666666666,Stationary traffic on I-195 E from exit [5] to Miami Beach due to accident.,I-195 E,Miami Beach,Miami-Dade,FL,2021.0,validation
A-6272321,Source1,2,2021-03-30 05:21:03,2021-04-08 18:46:11,13765.133333333333,Stationary traffic on NJ-21 from Rector St (NJ-21) to South St (NJ-21) due to accident., McCarter Hwy,Newark,Essex,NJ,2021.0,validation
A-6795330,Source1,2,2020-12-22 00:53:00,2020-12-31 05:38:13,13245.216666666667,Construction on 165TH ST near 170TH ST Road closed. Take alternate route., 165th St E,Llano,Los Angeles,CA,2020.0,train
A-7495786,Source1,3,2018-10-28 09:35:03,2018-11-06 12:00:00,13104.95,At S South End Rd - Accident. Rockfalls., Pacific Hwy,Oregon City,Clackamas,OR,2018.0,train
A-5643877,Source1,2,2021-03-30 20:44:30,2021-04-08 15:54:22,12669.866666666667,Slow traffic on US-1 S - US-9 S from Elmora Ave/Bayway Ave (US-9/US-1) to I-278 (US-9/US-1) due to accident., Carlton St,Elizabeth,Union,NJ,2021.0,validation
A-6824795,Source1,4,2020-09-09 14:20:00,2020-09-18 06:59:00,12519.0,Road OR-99 is closed from Colver Rd/Suncrest Rd (OR-99) to S Valley View Rd (OR-99) due to accident landslips. Passable with care roadwork., W Valley View Rd,Talent,Jackson,OR,2020.0,train
A-7248147,Source1,2,2020-02-03 12:40:35,2020-02-11 16:40:00,11759.416666666666,At S Main St/S Columbia St/SE 3rd Ave - Accident.,Oregon-Washington Hwy,Weston,Umatilla,OR,2020.0,train
A-7728917,Source1,2,2019-05-22 05:17:36,2019-05-30 09:17:00,11759.4,At Dick Creek Rd - Accident.,John Day Hwy,Kimberly,Grant,OR,2019.0,train
A-5852584,Source1,4,2021-04-08 23:42:00,2021-04-16 23:59:00,11537.0,Incident on I-10 WB near WASHINGTON BLVD Road closed. Take alternate route.,I-10 W,Los Angeles,Los Angeles,CA,2021.0,validation
A-4562553,Source1,2,2023-01-20 00:00:00,2023-01-27 23:59:59,11519.983333333334,Accident from exit [19] to N Dean Rd.,E West Expy E,Orlando,Orange,FL,2023.0,test
A-3717468,Source1,2,2023-02-01 00:00:00,2023-02-08 23:59:59,11519.983333333334,Accident from exit [62] to I-4 W.,I-4 W,Kissimmee,Osceola,FL,2023.0,test
A-5704070,Source1,2,2021-08-06 00:00:00,2021-08-13 23:59:59,11519.983333333334,Crash - Avoid the Area,S John Young Pkwy,Orlando,Orange,FL,2021.0,validation
A-5924577,Source1,2,2021-08-06 00:00:00,2021-08-13 23:59:59,11519.983333333334,Crash - Avoid the Area,S John Young Pkwy,Orlando,Orange,FL,2021.0,validation
A-7292679,Source1,2,2019-12-22 17:34:06,2019-12-30 15:30:00,11395.9,At NW Fir Ln - Accident., NW Highway 26,Madras,Jefferson,OR,2019.0,train
A-4250864,Source1,4,2022-06-19 02:39:04,2022-06-26 23:59:00,11359.933333333332,Closed road from Elm St to Indiana Blvd due to accident., Elm St,Dallas,Dallas,TX,2022.0,calibration
A-6255743,Source1,4,2021-09-23 03:21:00,2021-09-30 23:59:00,11318.0,Bridge closure from exit [7B] to I-110 N.,Glenn Anderson Fwy E,Los Angeles,Los Angeles,CA,2021.0,validation
A-5987603,Source1,4,2021-05-16 05:26:00,2021-05-23 23:59:00,11193.0,I-95 S is closed from I-95 (North) (I-95) to US-441/Florida's Tpke/Exit 12 (I-95) due to accident.,I-95,Miami,Miami-Dade,FL,2021.0,validation
A-4033378,Source1,4,2022-02-20 06:36:46,2022-02-27 23:59:00,11122.233333333334,TN-24 - US-70 W - US-70 E is closed from 1st Ave (US-70) to US-41/US-70/US-31/8th Ave (US-70) due to accident., Broadway,Nashville,Davidson,TN,2022.0,calibration
A-6306587,Source1,4,2021-09-16 07:13:14,2021-09-23 23:59:00,11085.766666666666,I-87 N is closed from Willis Ave/Exit 2 (I-87) to 138th St/Grand Concourse/3rd Ave/Exit 3 (I-87) due to accident.,Major Deegan Expy N,Bronx,Bronx,NY,2021.0,validation
A-5620058,Source1,4,2021-08-14 07:16:05,2021-08-21 23:59:00,11082.916666666666,Incident on MD-295 NB near MD-410 Road closed. Take alternate route.,Baltimore Washington Pkwy,Hyattsville,Prince George's,MD,2021.0,validation
A-5209804,Source1,4,2023-01-23 07:49:00,2023-01-30 23:59:00,11050.0,Incident on I-95 NB near EXIT 183 Use alternate exit ramp.,,Melbourne,Brevard,FL,2023.0,test
A-5812052,Source1,4,2021-03-05 08:35:06,2021-03-12 23:59:00,11003.9,Closed road from exit [37] to NE Warrendale Rd due to accident.,I-84 E,Cascade Locks,Multnomah,OR,2021.0,validation
A-3453519,Source1,4,2016-12-15 12:07:59,2016-12-23 01:51:22,10903.383333333333,Closed at The Plaza - Road closed due to accident. Roadwork., E Sugar Creek Rd,Charlotte,Mecklenburg,NC,2016.0,train
A-6537181,Source1,2,2021-01-29 08:00:00,2021-02-05 20:00:00,10800.0,Incident on I-70 WB near MISSOURI STATE LINE Road closed. Take alternate route.,I-70 W,Kansas City,Wyandotte,KS,2021.0,validation
A-5569697,Source1,4,2021-06-06 13:51:17,2021-06-13 23:59:00,10687.716666666667,Incident on I-280 EB near COUNTY HWY-577 Road closed. Take alternate route.,I-280,West Orange,Essex,NJ,2021.0,validation
A-6837862,Source1,2,2020-09-20 06:31:16,2020-09-27 15:29:05,10617.816666666668,The highway is closed. Use alternate routes., Caves Hwy,Cave Junction,Josephine,OR,2020.0,train
A-6961133,Source1,2,2020-09-20 06:31:16,2020-09-27 15:29:05,10617.816666666668,The highway is closed. Use alternate routes., Caves Hwy,Cave Junction,Josephine,OR,2020.0,train
A-6537515,Source1,2,2021-02-15 08:34:53,2021-02-22 15:34:00,10499.116666666667,The highway is closed. Use alternate routes., Silver Falls Hwy SE,Aumsville,Marion,OR,2021.0,validation
A-5596443,Source1,2,2021-07-05 17:16:43,2021-07-12 23:54:31,10477.8,A wildfire is in the area. Use an alternate route., N Umpqua Hwy,Glide,Douglas,OR,2021.0,validation
A-5275337,Source1,4,2022-07-14 19:36:42,2022-07-21 23:59:00,10342.3,Incident on MD-200 EB near MM 7 Road closed. Take alternate route.,MD-200,Derwood,Montgomery,MD,2022.0,calibration
A-3764747,Source1,2,2023-01-27 19:41:10,2023-02-03 23:59:00,10337.833333333334,Accident at exit [4]., Beach St,New York,New York,NY,2023.0,test
A-4434981,Source1,2,2022-11-07 20:10:00,2022-11-14 23:59:00,10309.0,Incident on I-95 NB near MM 216 Three lanes blocked. Expect delays.,I-95,Titusville,Brevard,FL,2022.0,calibration
A-4298315,Source1,4,2022-09-25 06:44:30,2022-10-02 10:00:00,10275.5,Road Closed - on I-580 in both directions from Eastlake Blvd to Hobart St in Washoe County Nevada. October 2nd from 7:00am to 10:00am road will be closed periodically. Expect delays. Estimated End Time is 10:00 AM on 10/02/22,I-580 S,Washoe Valley,Washoe,NV,2022.0,calibration
A-6948411,Source1,2,2020-12-16 13:53:25,2020-12-23 17:05:00,10271.583333333334,Slow traffic on FL-858 from SW 40th Ave (Hallandale Beach Blvd) to I-95 (Hallandale Beach Blvd) due to accident., W Hallandale Beach Blvd,Hallandale,Broward,FL,2020.0,train
A-3929573,Source1,4,2022-11-07 20:57:23,2022-11-14 23:59:00,10261.616666666667,I-95 N is closed from FL-407/Exit 78 (I-95) to FL-406/Exit 80 (I-95) due to accident.,I-95,Titusville,Brevard,FL,2022.0,calibration
A-5316110,Source1,2,2022-06-08 01:31:58,2022-06-15 03:59:00,10227.033333333333,Accident from Bircher Blvd to E I70 Hwy., Bircher Blvd,St Louis,St Louis (City),MO,2022.0,calibration
A-5066309,Source1,2,2022-08-30 00:48:19,2022-09-06 02:59:00,10210.683333333332,Accident on Page Ave from US-67/Lindbergh Blvd to Woodson Rd., Page Ave,St Louis,St Louis,MO,2022.0,calibration
A-5482781,Source1,2,2021-06-15 13:38:00,2021-06-22 15:00:00,10162.0,Accident from CA-180 (S McCall Ave) to E Jensen Ave (S McCall Ave)., E Kings Canyon Rd,Sanger,Fresno,CA,2021.0,validation
A-6019445,Source1,2,2021-06-24 14:15:00,2021-07-01 15:30:00,10155.0,Incident on I-81 NB near MARYLAND Drive with caution.,I-81,Chambersburg,Franklin,PA,2021.0,validation
